"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Missouri",69.7381,110,67.4359,169,119.273,11,118.869,23,98.8762,52,99.2075,55,19.6611,30
"2025","Missouri St.",64.3112,347,63.3118,343,102.858,235,102.447,243,111.364,300,110.129,242,-7.68205,251
"2025","Monmouth",68.8911,156,67.0704,186,98.9511,302,99.9012,296,110.382,284,110.227,245,-10.3258,286
"2025","Montana",68.7806,166,67.9496,141,104.368,203,105.046,205,113.281,326,110.571,254,-5.52456,228
"2025","Montana St.",67.2873,233,66.0307,232,105.123,188,105.777,192,106.968,210,107.427,197,-1.65043,191
"2025","Morehead St.",65.512,322,64.4351,307,99.418,295,100.757,281,105.561,183,109.444,232,-8.68626,264
"2025","Morgan St.",72.1725,25,70.5088,34,104.145,210,102.875,236,117.464,351,118.628,355,-15.7527,329
"2025","Mount St. Mary's",68.8697,159,68.0917,133,98.514,310,97.1408,336,104.964,167,107.857,205,-10.7163,291
"2025","Murray St.",65.9991,299,64.6095,300,106.816,159,108.164,144,105.313,177,105.453,148,2.71063,134
"2025","N.C. State",65.0233,332,64.0887,326,107.3,145,109.882,120,103.825,132,102.647,101,7.23432,97
"2025","Navy",67.2069,236,66.728,204,103.68,218,102.095,251,106.697,198,111.656,277,-9.56181,277
"2025","Nebraska",69.6537,116,67.6401,158,107.52,144,111.703,85,101.303,86,97.2355,39,14.4671,52
"2025","Nebraska Omaha",68.5188,179,67.1561,180,108.118,129,107.602,158,109.905,271,111.009,265,-3.40756,209
"2025","Nevada",64.6508,341,62.4439,352,111.716,70,113.457,68,104.297,148,103.503,112,9.95414,85
"2025","New Hampshire",68.8919,155,66.9218,190,93.8609,348,92.9289,360,113.628,330,114.993,330,-22.0646,361
"2025","New Mexico",74.1322,5,72.7741,7,108.362,125,111.916,81,96.7389,33,97.2171,38,14.6994,51
"2025","New Mexico St.",67.1679,239,65.6244,251,102.254,248,104.178,219,102.734,111,103.193,108,0.984704,154
"2025","New Orleans",70.5548,69,69.52,61,94.9508,342,97.7916,326,117.743,352,115.581,338,-17.7889,348
"2025","Niagara",63.9136,355,63.8708,330,102.745,238,101.392,268,110.001,274,115.49,335,-14.0983,319
"2025","Nicholls",69.1361,144,68.4394,111,102.635,243,104.788,209,106.128,189,107.743,204,-2.95456,200
"2025","NJIT",65.8094,305,64.9987,279,90.9026,358,90.3569,361,107.883,226,110.041,241,-19.6841,354
"2025","Norfolk St.",67.1263,242,66.1534,227,109.509,101,108.382,135,105.782,187,107.904,206,0.478292,165
"2025","North Alabama",67.695,215,66.9019,194,112.683,61,110.336,111,105.467,179,107.502,198,2.83363,132
"2025","North Carolina",73.0518,19,71.8024,14,111.7,71,116.022,46,103.186,119,98.1292,48,17.8933,38
"2025","North Carolina A&T",71.7649,35,71.5133,17,100.89,275,100.148,288,113.116,324,115.751,340,-15.6031,328
"2025","North Carolina Central",69.0192,150,66.3244,221,104.297,205,102.985,233,112.334,313,114.929,329,-11.9444,304
"2025","North Dakota",70.7637,64,68.9068,87,107.899,132,107.775,155,118.275,357,117.373,349,-9.59784,278
"2025","North Dakota St.",66.5426,273,64.999,278,121.869,3,117.079,37,110.445,285,111.24,267,5.83876,103
"2025","North Florida",72.7436,23,71.3881,21,110.927,82,112.924,72,118.492,358,118.532,353,-5.60811,231
"2025","North Texas",61.4654,361,60.9002,361,113.115,55,112.588,77,97.8256,41,97.7059,45,14.8824,50
"2025","Northeastern",67.9274,208,67.8733,145,103.37,226,104.019,222,103.683,129,106.954,184,-2.93499,199
"2025","Northern Arizona",67.7618,212,66.8401,198,107.946,131,104.245,216,108.286,234,110.676,258,-6.43038,239
"2025","Northern Colorado",69.5458,124,68.7163,98,111.884,68,110.073,115,108.995,249,109.308,228,0.765481,160
"2025","Northern Illinois",70.2086,90,69.0369,80,92.0903,354,94.8215,350,113.767,331,113.387,310,-18.5653,350
"2025","Northern Iowa",65.8538,304,64.4701,304,113.568,52,111.274,90,103.985,141,106.102,160,5.1717,105
"2025","Northern Kentucky",65.8081,306,64.273,321,98.4662,311,98.4296,316,105.267,174,106.237,166,-7.80783,255
"2025","Northwestern",67.0667,245,64.6409,299,108.216,128,112.48,78,100.285,78,96.7595,32,15.7209,46
"2025","Northwestern St.",64.429,345,63.5799,338,99.6731,292,101.592,260,108.511,241,109.187,224,-7.59467,250
"2025","Notre Dame",65.7742,308,64.3547,312,112.96,58,116.544,40,106.768,203,105.698,155,10.8463,76
"2025","Oakland",63.0379,359,61.609,359,103.365,227,106.777,173,109.926,273,107.641,202,-0.864211,180
"2025","Ohio",71.9717,30,70.1409,47,108.985,109,107.898,152,105.451,178,108.092,211,-0.194097,172
"2025","Ohio St.",69.2647,135,67.1266,182,112.372,63,116.261,42,100.092,75,95.9801,26,20.2804,28
"2025","Oklahoma",69.2612,136,67.2003,177,115.461,35,118.073,29,101.551,90,101.014,76,17.0583,43
"2025","Oklahoma St.",70.7651,63,70.0572,49,103.271,228,106.788,172,105.257,173,102.225,94,4.56293,107
"2025","Old Dominion",66.7964,259,65.4925,259,98.8458,305,99.2149,306,109.075,252,110.862,263,-11.6468,301
"2025","Oral Roberts",69.1719,140,68.2375,123,104.008,213,104.452,212,122.414,362,119.417,360,-14.9648,325
"2025","Oregon",69.666,115,68.3225,117,111.322,74,117.345,32,100.187,77,97.4909,42,19.8542,29
"2025","Oregon St.",65.2894,326,64.0918,325,116.83,22,116.083,45,99.0247,55,102.104,90,13.9785,58
"2025","Pacific",67.9481,205,66.7398,203,99.3164,297,100.867,278,112.98,323,112.496,293,-11.6286,300
"2025","Penn",66.5199,275,65.6231,253,101.136,269,104.063,221,112.15,310,113.106,305,-9.04279,271
"2025","Penn St.",72.3958,24,70.2274,44,114.969,42,116.228,43,100.106,76,99.9843,64,16.2438,45
"2025","Pepperdine",68.5256,178,68.6929,99,100.204,285,102.757,238,106.599,197,106.406,169,-3.64873,212
"2025","Pittsburgh",68.267,186,67.0153,187,115.997,33,119.11,21,102.955,116,100.537,71,18.5728,34
"2025","Portland",69.0922,146,68.0966,132,98.4436,312,101.987,253,116.843,348,115.337,333,-13.3505,314
"2025","Portland St.",69.3831,128,68.7851,91,105.019,191,102.138,250,103.857,134,105.471,149,-3.33281,207
"2025","Prairie View A&M",73.3931,13,71.6428,16,99.7682,290,99.0334,309,116.653,347,115.462,334,-16.4284,333
"2025","Presbyterian",65.1341,329,63.6395,336,106.255,170,104.748,211,112.359,314,113.274,308,-8.52513,261
"2025","Princeton",68.9993,153,66.7786,200,108.483,122,109.498,126,105.94,188,106.986,185,2.51176,137
"2025","Providence",65.856,303,65.1736,272,108.86,110,112.634,75,104.922,166,103.255,110,9.37848,87
"2025","Purdue",66.7893,260,64.8578,285,116.124,32,122.962,6,101.011,83,95.6301,22,27.3318,8
"2025","Purdue Fort Wayne",69.68,111,68.7482,94,116.154,29,114.079,59,109.235,257,111.424,271,2.65516,136
"2025","Queens",71.3868,44,69.3533,66,104.187,208,105.066,203,107.976,229,109.935,237,-4.86938,222
"2025","Quinnipiac",70.4278,76,70.0915,48,101.311,266,102.499,242,99.3243,59,103.783,114,-1.28443,184
"2025","Radford",65.1048,330,63.2781,345,108.844,111,109.758,122,110.154,279,110.584,255,-0.825422,179
"2025","Rhode Island",71.1477,49,70.4959,36,106.374,169,106.742,175,99.887,71,102.673,102,4.06974,114
"2025","Rice",66.0813,291,64.6914,295,105.612,180,105.16,201,102.78,114,107.246,188,-2.08689,195
"2025","Richmond",66.043,295,64.7301,292,98.8414,306,101.43,266,107.089,214,106.209,164,-4.77951,221
"2025","Rider",65.6456,316,64.5576,301,99.1633,299,99.0472,308,110.756,289,113.154,306,-14.1067,320
"2025","Robert Morris",69.6717,114,68.6569,102,105.072,190,103.536,225,102.709,110,106.778,175,-3.24227,206
"2025","Rutgers",70.0049,95,68.8862,88,108.588,117,113.56,66,106.755,202,103.157,106,10.402,82
"2025","Sacramento St.",65.5882,319,64.6927,294,94.7509,343,94.9003,348,109.257,258,111.557,274,-16.6565,337
"2025","Sacred Heart",69.9697,100,69.4593,62,106.741,161,104.987,206,109.734,268,114.63,325,-9.64341,279
"2025","Saint Francis",67.1667,240,66.9775,188,97.5323,320,99.2223,305,111.274,299,113.958,316,-14.736,324
"2025","Saint Joseph's",69.3647,130,68.5663,105,109.327,105,109.968,117,99.0171,54,100.237,68,9.73073,86
"2025","Saint Louis",68.6868,171,66.9209,191,106.879,157,108.924,132,103.832,133,104.837,137,4.08748,113
"2025","Saint Mary's",64.4307,344,62.2143,355,117.759,18,117.968,30,95.6365,20,96.6237,28,21.3441,24
"2025","Saint Peter's",63.9808,354,62.4021,354,96.1562,329,94.6777,351,99.5586,63,102.435,97,-7.75717,254
"2025","Sam Houston St.",68.7012,170,67.5571,164,106.55,166,111.013,99,114.326,337,111.943,281,-0.93034,182
"2025","Samford",71.0067,54,69.3342,68,114.651,43,113.467,67,104.401,152,106.945,181,6.5222,101
"2025","San Diego",70.8851,60,69.8558,54,95.5661,336,98.1233,321,109.307,260,108.007,208,-9.88404,281
"2025","San Diego St.",66.6283,267,65.8527,238,104.821,195,110.182,112,94.2256,13,92.2561,9,17.9263,37
"2025","San Francisco",68.448,182,66.9507,189,111.182,78,111.873,83,99.6605,67,101.374,82,10.4993,80
"2025","San Jose St.",66.0132,297,64.9659,280,107.299,146,108.33,139,109.676,266,109.126,221,-0.796406,178
"2025","Santa Clara",69.9165,103,68.161,129,113.316,54,116.008,47,104.895,164,102.947,104,13.0605,64
"2025","Seattle",67.6319,217,65.5161,256,103.82,216,106.403,179,104.814,162,105.674,153,0.729268,161
"2025","Seton Hall",64.6649,340,63.6094,337,97.1617,324,103.048,232,104.66,156,103.961,119,-0.913206,181
"2025","Siena",66.6836,266,65.185,270,103.069,230,101.466,265,105.302,176,108.948,220,-7.48148,245
"2025","SIUE",67.1878,238,65.0185,276,103.259,229,100.106,289,102.223,102,107.348,191,-7.24196,243
"2025","SMU",70.4869,73,69.1225,74,117.262,20,117.253,33,102.6,106,102.121,92,15.132,49
"2025","South Alabama",64.4169,346,63.2931,344,106.997,153,106.079,186,97.7847,40,103.177,107,2.90237,131
"2025","South Carolina",66.8145,258,65.0015,277,105.139,187,108.15,145,101.502,88,97.4257,41,10.7241,78
"2025","South Carolina St.",70.3493,81,68.3711,113,102.187,250,102.085,252,103.958,138,108.161,212,-6.07594,236
"2025","South Dakota",74.5257,3,73.6268,2,113.576,51,110.801,105,118.153,356,119.08,357,-8.27927,259
"2025","South Dakota St.",70.3941,78,68.9977,82,112.24,64,109.77,121,104.863,163,105.303,145,4.46707,108
"2025","South Florida",69.7974,106,67.5226,165,106.82,158,105.92,189,106.318,193,107.373,194,-1.45262,186
"2025","Southeast Missouri",69.0229,149,68.4298,112,100.96,272,99.8693,297,102.617,107,107.252,189,-7.38229,244
"2025","Southeastern Louisiana",68.1526,194,67.1191,183,102.481,244,101.983,254,102.19,101,105.448,147,-3.46423,210
"2025","Southern",70.5007,72,68.2911,119,97.6453,316,98.3918,317,99.6757,68,102.632,100,-4.24068,216
"2025","Southern Illinois",68.7478,168,68.2235,125,103.707,217,104.328,215,108.193,232,106.323,168,-1.99487,192
"2025","Southern Indiana",68.6598,172,66.6398,208,102.304,247,99.2126,307,108.294,235,113.229,307,-14.0163,318
"2025","Southern Miss",70.9643,55,70.0342,50,98.4272,313,99.8665,298,106.721,199,107.591,200,-7.72474,253
"2025","Southern Utah",70.3772,80,68.7465,95,98.0191,315,101.184,271,108.32,236,108.706,219,-7.52206,248
"2025","St. Bonaventure",65.0483,331,63.797,331,108.486,121,109.548,125,98.9044,53,102.108,91,7.43991,95
"2025","St. John's",70.9471,57,69.8135,56,111.384,72,114.178,57,91.4954,5,90.8297,5,23.3487,18
"2025","St. Thomas",70.2434,89,68.163,128,116.566,23,113.916,62,108.948,248,110.433,248,3.48275,121
"2025","Stanford",67.9419,206,66.5016,215,113.763,49,115.192,50,103.353,121,103.997,120,11.1951,72
"2025","Stephen F. Austin",66.2745,284,65.7846,243,91.3143,357,93.3298,357,98.4627,48,102.077,89,-8.74672,267
"2025","Stetson",69.6146,120,67.507,166,100.131,286,100.961,276,117.15,350,117.872,352,-16.9113,339
"2025","Stonehill",66.5612,271,64.4228,308,101.797,263,100.042,291,106.971,211,112.7,300,-12.6581,309
"2025","Stony Brook",65.1781,328,64.3279,315,99.5005,294,100.009,292,116.335,346,116.483,346,-16.4748,334
"2025","Syracuse",70.3948,77,69.2156,71,104.924,193,109.645,124,109.653,265,105.658,152,3.98683,117
"2025","Tarleton St.",67.9257,209,65.2167,268,89.0249,360,95.3603,346,106.892,206,105.107,143,-9.74687,280
"2025","TCU",67.3214,231,66.2999,222,102.157,251,106.503,177,100.034,74,97.1733,37,9.32987,88
"2025","Temple",70.9092,58,69.4146,63,108.692,114,109.986,116,106.139,190,106.415,170,3.57017,120
"2025","Tennessee",65.66,315,63.6823,335,114.212,45,117.212,34,88.973,2,86.7716,1,30.4404,6
"2025","Tennessee Martin",67.63,218,66.6359,209,101.135,270,101.361,269,106.501,195,111.376,270,-10.0145,283
"2025","Tennessee St.",73.004,21,71.4555,20,101.699,265,99.5988,301,104.712,158,110.235,246,-10.6362,290
"2025","Tennessee Tech",68.8738,158,67.6302,159,102.959,232,101.793,256,109.082,253,113.711,315,-11.9186,303
"2025","Texas",67.7156,214,66.3601,220,116.148,30,115.766,48,98.1982,46,97.908,46,17.8577,39
"2025","Texas A&M",68.2387,189,66.4491,217,110.516,85,116.591,39,96.1284,27,92.2013,8,24.3902,16
"2025","Texas A&M Corpus Chris",69.5701,123,68.849,89,107.861,135,107.19,164,105.214,172,106.764,174,0.426097,166
"2025","Texas Southern",71.9453,32,70.3593,40,95.6084,334,97.1634,334,106.876,204,107.371,193,-10.2077,285
"2025","Texas St.",67.7374,213,65.7003,249,109.647,96,110.807,104,107.468,221,109.978,240,0.829141,159
"2025","Texas Tech",67.1512,241,64.9254,281,121.237,4,121.816,11,96.1896,28,96.6656,29,25.1503,11
"2025","The Citadel",65.7381,310,64.3135,316,95.8774,332,95.2414,347,115.293,344,114.819,328,-19.578,353
"2025","Toledo",69.8299,105,68.8362,90,108.638,116,111.706,84,113.62,329,114.697,327,-2.9905,202
"2025","Towson",64.1492,348,62.5854,351,102.349,246,104.804,208,103.962,139,105.56,150,-0.756505,177
"2025","Troy",66.7757,262,65.511,257,105.274,184,106.894,171,99.9452,72,101.662,85,5.23165,104
"2025","Tulane",68.9326,154,67.072,185,108.514,120,107.645,157,102.025,100,105.826,157,1.81863,145
"2025","Tulsa",68.2596,187,66.2365,225,103.637,219,101.729,258,106.227,191,110.988,264,-9.25858,274
"2025","UAB",71.0272,52,69.209,72,116.425,26,115.18,51,107.906,227,110.739,260,4.4409,109
"2025","UC Davis",69.6521,117,68.1458,130,96.041,331,96.8722,339,101.801,96,102.261,95,-5.38917,226
"2025","UC Irvine",70.8596,61,69.5233,60,105.119,189,105.875,190,90.539,4,91.6298,7,14.2449,56
"2025","UC Riverside",68.0798,201,67.3403,172,104.471,200,107.903,151,109.019,250,106.949,182,0.954667,155
"2025","UC San Diego",67.6855,216,65.9775,234,113.678,50,113.065,69,95.4399,16,99.184,54,13.8806,60
"2025","UC Santa Barbara",65.6125,318,64.3092,318,109.548,100,107.723,156,101.949,99,106.792,176,0.931426,157
"2025","UCF",71.9852,29,70.6872,32,108.547,118,115.127,52,105.509,181,101.732,86,13.3947,63
"2025","UCLA",67.847,210,65.1101,273,112.051,66,114.621,53,95.9708,23,95.2873,20,19.3336,32
"2025","UMass Lowell",70.6744,66,69.7108,57,109.188,107,110.996,100,107.724,225,112.53,294,-1.53377,189
"2025","UMBC",70.9526,56,70.8567,30,107.884,134,108.054,148,108.554,243,114.567,324,-6.51359,240
"2025","UNC Asheville",70.6509,68,67.7692,153,111.234,76,110.587,108,111.431,303,111.278,268,-0.691629,175
"2025","UNC Greensboro",64.9396,334,63.7571,333,108.722,113,107.15,165,103.592,124,104.177,124,2.97319,129
"2025","UNC Wilmington",67.007,249,65.8118,239,112.515,62,111.233,92,104.699,157,107.381,196,3.85185,118
"2025","UNLV",66.06,294,64.7163,293,107.73,136,111.119,95,106.516,196,104.711,135,6.40815,102
"2025","USC",69.835,104,67.8,150,109.907,91,114.333,55,104.375,150,102.193,93,12.1403,68
"2025","USC Upstate",73.2151,17,71.976,12,97.4405,321,98.5109,314,117.038,349,115.891,343,-17.3805,345
"2025","UT Arlington",68.836,162,68.0483,136,106.593,165,108.447,134,107.603,223,110.499,249,-2.05125,194
"2025","UT Rio Grande Valley",69.9529,102,68.222,126,106.17,172,105.477,195,109.501,262,112.282,289,-6.80495,242
"2025","Utah",69.5276,125,69.1799,73,109.637,97,110.384,109,101.223,85,101.107,78,9.2773,89
"2025","Utah St.",67.9526,204,68.3414,115,119.152,12,118.535,25,100.924,81,101.191,79,17.3447,40
"2025","Utah Tech",68.7944,163,66.9161,192,98.6918,307,101.592,261,112.819,321,112.728,302,-11.136,295
"2025","Utah Valley",69.2098,138,68.4991,109,105.329,183,104.146,220,101.508,89,101.454,84,2.69164,135
"2025","UTEP",68.1346,197,67.943,142,104.562,199,105.341,198,102.495,105,104.479,128,0.862265,158
"2025","UTSA",70.7175,65,70.3092,42,106.399,168,108.018,149,112.396,316,111.99,282,-3.97182,214
"2025","Valparaiso",68.7878,164,68.665,101,104.912,194,105.364,197,108.722,245,110.131,243,-4.7675,220
"2025","Vanderbilt",70.6675,67,69.845,55,115.947,34,116.388,41,98.5626,49,100.093,67,16.2948,44
"2025","VCU",67.9388,207,66.6333,211,111.932,67,112.813,74,92.1759,6,94.5799,16,18.2333,35
"2025","Vermont",64.8046,337,62.4093,353,96.0861,330,96.7345,341,103.621,125,105.307,146,-8.57249,262
"2025","Villanova",64.1179,351,63.201,348,120.007,8,121.327,13,107.002,212,106.953,183,14.3746,54
"2025","Virginia",61.4194,362,60.4585,363,100.87,276,104.214,218,104.72,159,101.892,88,2.3224,139
"2025","Virginia Tech",66.6038,269,64.3571,311,104.17,209,107.036,167,109.775,269,107.735,203,-0.69991,176
"2025","VMI",68.2765,185,67.1855,178,101.767,264,100.717,283,111.64,306,112.795,303,-12.0782,305
"2025","Wagner",61.1808,363,60.7814,362,91.8624,356,93.0255,359,102.848,115,109.957,238,-16.9319,341
"2025","Wake Forest",68.1488,195,66.4327,218,102.677,241,106.56,176,96.2898,29,95.3752,21,11.1845,73
"2025","Washington",69.6408,118,68.2615,121,102.647,242,107.408,163,103.782,131,100.076,66,7.33133,96
"2025","Washington St.",71.9476,31,70.3321,41,111.121,80,111.602,87,105.274,175,104.082,122,7.5199,94
"2025","Weber St.",65.7397,309,64.7722,290,103.576,223,105.924,188,115.041,341,114.043,317,-8.11947,257
"2025","West Georgia",69.2794,133,67.5837,162,97.5586,318,98.3307,318,113.868,332,114.151,318,-15.8208,330
"2025","West Virginia",66.2303,285,64.0942,324,105.184,185,110.367,110,95.526,18,95.0515,19,15.3153,48
"2025","Western Carolina",71.4029,43,70.237,43,88.8451,361,93.7658,356,112.647,319,112.182,284,-18.4164,349
"2025","Western Illinois",63.5791,357,62.2075,356,99.3259,296,97.1513,335,112.871,322,116.876,347,-19.7243,355
"2025","Western Kentucky",74.8335,2,72.8046,6,99.1673,298,102.61,240,99.5897,65,99.6853,59,2.92465,130
"2025","Western Michigan",69.2833,132,67.6449,157,102.147,252,101.004,275,112.734,320,113.598,313,-12.5942,308
"2025","Wichita St.",70.4798,75,69.3908,64,106.109,174,108.245,142,106.25,192,106.935,180,1.30988,152
"2025","William & Mary",71.6776,38,71.2935,22,111.778,69,111.08,97,110.004,275,112.609,297,-1.5284,188
"2025","Winthrop",74.1194,6,71.9396,13,107.034,151,106.918,170,107.679,224,109.974,239,-3.05558,204
"2025","Wisconsin",69.6069,121,67.7921,152,118.341,14,122.894,8,100.943,82,98.3865,49,24.5075,15
"2025","Wofford",64.4751,343,63.2502,346,109.889,92,112.825,73,110.609,286,109.716,234,3.10898,127
"2025","Wright St.",68.1458,196,67.2513,174,109.421,102,109.397,128,108.683,244,110.821,262,-1.42378,185
"2025","Wyoming",65.3546,325,64.3311,314,101.808,261,103.389,228,107.325,217,104.944,139,-1.55514,190
"2025","Xavier",69.1427,142,68.0341,137,110.068,90,112.946,71,99.3019,58,97.2943,40,15.6514,47
"2025","Yale",69.5188,126,67.9258,143,117.172,21,114.249,56,101.557,92,103.322,111,10.9269,75
"2025","Youngstown St.",70.2779,86,68.9542,85,99.7975,289,98.9011,310,99.4051,60,103.21,109,-4.3088,218
